ID,calcite,chlomax,chlomean,chlomin,chlorange,cloudmax,cloudmean,cloudmin,damax,damean,damin,dissox,nitrate,parmax,parmean,ph,phos,salinity,silicate,sstmax,sstmean,sstmin,sstrange
1.0,1.049999991664663e-4,0.17100000381469727,0.12399999797344208,0.07599999755620956,0.0950000137090683,0.6710000038146973,0.5590000152587891,0.4880000054836273,0.039000000804662704,0.03400000184774399,0.027000000700354576,4.742000102996826,1.625,55.52399826049805,42.457000732421875,8.267000198364258,0.1688999980688095,35.104000091552734,3.7339999675750732,28.35099983215332,25.93600082397461,23.440000534057617,4.910999774932861
2.0,6.600000051548705e-5,0.13899999856948853,0.08699999749660492,0.03999999910593033,0.0989999994635582,0.6370000243186951,0.5360000133514404,0.460999995470047,0.032999999821186066,0.027000000700354576,0.020999999716877937,4.744999885559082,1.6670000553131104,55.020999908447266,40.78300094604492,8.267000198364258,0.16820000112056732,35.11800003051758,3.7309999465942383,28.756000518798828,26.163000106811523,23.68400001525879,5.072000026702881
3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.0,1.049999991664663e-4,0.17100000381469727,0.12399999797344208,0.07599999755620956,0.0950000137090683,0.6710000038146973,0.5590000152587891,0.4880000054836273,0.039000000804662704,0.03400000184774399,0.027000000700354576,4.742000102996826,1.625,55.52399826049805,42.457000732421875,8.267000198364258,0.1688999980688095,35.104000091552734,3.7339999675750732,28.35099983215332,25.93600082397461,23.440000534057617,4.910999774932861
6.0,0.018768999725580215,0.1340000033378601,0.11100000143051147,0.06599999964237213,0.06800000369548798,0.6499999761581421,0.5509999990463257,0.43700000643730164,0.035999998450279236,0.03200000151991844,0.026000000536441803,4.751999855041504,1.684999942779541,55.75299835205078,41.441001892089844,8.267999649047852,0.16680000722408295,35.13600158691406,3.7190001010894775,28.665000915527344,26.003999710083008,23.400999069213867,5.263999938964844
7.0,7.100000220816582e-5,0.13500000536441803,0.10599999874830246,0.08399999886751175,0.05100001022219658,0.6570000052452087,0.5419999957084656,0.46299999952316284,0.035999998450279236,0.03200000151991844,0.028999999165534973,4.738999843597412,1.6169999837875366,57.426998138427734,44.34600067138672,8.265999794006348,0.16949999332427979,35.097999572753906,3.73799991607666,28.38599967956543,25.843000411987305,23.416000366210938,4.96999979019165
8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9.0,7.699999696342275e-5,0.15800000727176666,0.0949999988079071,0.061000000685453415,0.09700000286102295,0.6330000162124634,0.5320000052452087,0.45399999618530273,0.03400000184774399,0.028999999165534973,0.02500000037252903,4.741000175476074,1.6160000562667847,55.7400016784668,42.97200012207031,8.267000198364258,0.16910000145435333,35.10499954223633,3.7309999465942383,28.38599967956543,25.98699951171875,23.527000427246094,4.859000205993652
10.0,0.0013010000111535192,0.6309999823570251,0.24199999868869781,0.13199999928474426,0.49900001287460327,0.6449999809265137,0.5339999794960022,0.4580000042915344,0.06700000166893005,0.04600000008940697,0.032999999821186066,4.739999771118164,1.625,57.426998138427734,44.34600067138672,8.265999794006348,0.16930000483989716,35.097999572753906,3.740999937057495,28.214000701904297,25.676000595092773,23.292999267578125,4.921000003814697
